Publication Title
Journal of Microscopy
Optics Express
Optics Communications
Optica
Nature Methods
Nature Methods
Micromachines
Nature Protocols
Journal of Cell Science
Journal of Biophotonics
Cytometry Part A
Nature Photonics
Nature Protocols
Biophysical Journal
Biophysical Journal
PLoS ONE
IEEE Transactions on Image Processing
New Journal of Physics
Optics Communications
Proceedings of the National Academy of Sciences
Current Pharmaceutical Biotechnology
Nano Letters
Review of Scientific Instruments
Journal of Modern Optics
Biophysical Journal


Nature Photonics
Journal of the Optical Society of America A
Optics Letters
Optics Express
Optical Nanoscopy
PLOS ONE
Proceedings of the National Academy of Sciences
Review of Scientific Instruments
Proceedings of the National Academy of Sciences
Journal of the Optical Society of America A
Biophysical Journal
RESPIRATORY CARE
Optics Express
Nature Methods


Physical Review Letters
Optics Express
Optics and Lasers in Engineering
Scientific Reports
Physical Review A
Nature Communications
Biomedical Optics Express
Journal of Biophotonics
Applied Optics
Nanotechnology
Biophysical Journal

Nature Methods
Nature Communications
Astronomy & Astrophysics

Optics Letters
Nature Methods
Biophysical Journal
Proceedings of the National Academy of Sciences
Biomedical Optics Express
Science
Scientific Reports
Optics Express
Nature Methods
Nature Methods
Biophysical Chemistry
Biophysical Journal
Biophysical Journal
BioEssays
European Biophysics Journal
Nature Photonics
Proceedings of the National Academy of Sciences
"arXiv:1206.0338 [cs, stat]"
Nature Methods
Microscopy Today
Optics Express

Review of Scientific Instruments
Scientific Reports


Journal of the Optical Society of America A
Publications of the Astronomical Society of the Pacific
Optics Express
Cambridge Journal of Education
PLoS ONE
Biophysical Journal
Optics Letters

Optics Express
Nature Chemical Biology
Angewandte Chemie International Edition
Viruses
Computer Science Education
Nature Methods
Nature Methods
Methods
Methods
Methods
Biophysical Journal
PLOS Computational Biology
The Journal of Physical Chemistry
Advanced Materials
Journal of Microscopy
Scientific Reports
Journal of the Optical Society of America A
Laser & Photonics Reviews
Scientific Reports

Optics Express
Optics Express

Proceedings of the National Academy of Sciences

Science
Physical Biology
nature NEUROSCIENCE
Nanoimaging
Optics Express

Chemical Reviews

Kidney International
Proceedings of the National Academy of Sciences
Optics Letters
Optics Express

Journal of Physics D: Applied Physics
Nature
Proceedings of the National Academy of Sciences
PLOS ONE

Nature Climate Change
Nature
ACS Photonics
Environmental Research Letters
Advanced Optical Technologies
Advanced Optical Technologies
Advanced Optical Technologies
Advanced Optical Technologies
International Journal of Computer Vision
NeuroImage
Optics Express
Biophysical Journal
Nature Reviews Molecular Cell Biology
Israel Journal of Chemistry
Magnetic Resonance in Medicine

Nature Communications
The Journal of Neuroscience

Biomacromolecules
Biomedical Optics Express
Optics Express
Molecular Biology of the Cell
Nature
Nature
Nature
Neuron
ChemPhysChem
Scientific Reports
Journal of Neuroscience
Optics Letters
Optics Letters
Nature Methods
Cell
Optics Express
Nature Neuroscience
Optica

Nature Communications
Journal of Microscopy
Biophysical Journal
Frontiers in Neuroanatomy
Open Biology
Nature Structural & Molecular Biology
Proceedings of the National Academy of Sciences
Viruses
Biomedical Optics Express
Viruses
Nature Reviews Microbiology
Frontiers in Immunology
Cell Research
Journal of Neurochemistry
Journal of Visualized Experiments
Journal of Biological Chemistry
Langmuir
Journal of the American Chemical Society
Annual Review of Biophysics and Biomolecular Structure
eLife
Nature Methods
Nature Communications
Journal of Physics: Condensed Matter
Chemical Reviews
ChemBioChem
Journal of the American Chemical Society
Optics Letters
Langmuir
Biophysical Journal
Biophysical Journal
Single Molecules

Nature Photonics

Molecular Biology of the Cell
Langmuir
Journal of Modern Optics
Journal of Microscopy
ACS Nano

Nature Neuroscience
Nature Photonics
ChemPhysChem
Nature Methods
Science
Optics Express
Proceedings of the National Academy of Sciences
Biophysical Journal
ACS Nano
Nature Methods
Journal of Physics D: Applied Physics
Angewandte Chemie International Edition
The Journal of Physical Chemistry B
Nature Neuroscience
The Journal of Neuroscience
Nature Communications
Scientific Reports


Frontiers in Cellular Neuroscience
The Journal of Neuroscience
The Journal of Neuroscience
Nature Methods
Optics Letters
Optica
Zenodo
Nanoscale
Nature
Nature
International Journal of Optomechatronics
Viruses

Nature

Nature Communications
Nature Methods
Nature Methods
Nature Biotechnology
Physical Review Letters
Biophysical Journal
Nano Letters
Nature Methods
Optics Express
Physical Review E
Optics Letters
Methods
Neurophotonics
Scientific Reports
Nature Communications
Journal of Cell Science
Nature Communications


Journal of Physics D: Applied Physics
Nature Methods

Biophysical Journal

Nature Methods
The International Journal of Biochemistry & Cell Biology
Nature Methods
Nano Letters
Physical Review Letters
Advanced Materials
Nano Letters
Nature Reviews Molecular Cell Biology
Neuron
Journal of Neuroscience
Frontiers in Cellular Neuroscience
Biophysical Journal
Optics Express

Nature Methods
Optics Express
Optics Letters

Nature Communications
Science Advances
Nature Methods
Biomedical Optics Express
Journal of Biomedical Optics
Optics Express
Optics Express
Nature Communications
Journal of Microscopy
Optica
Optics Express
Optics Express
Science
Science
